tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,ordering,category,job,seasonNumber,episodeNumber,primaryName,birthYear,deathYear,primaryProfession
tt38136513,The Ugly Duckling,The Ugly Duckling,1959,26,"Crime,Drama,Mystery",6.9,19,9,cinematographer,director of photography,1,1,Ellis W. Carter,1906,1964,"cinematographer,camera_department,miscellaneous"
tt38187975,The Vigil,The Vigil,1989,60,"Drama,Romance",6.7,31,8,producer,producer,8,15,Philip L. Parslow,1936,2003,"producer,assistant_director,production_manager"
tt38241250,Dead Mans Tale,Dead Mans Tale,1952,26,"Comedy,Drama,Mystery",7.2,21,10,cinematographer,director of photography,1,8,Ellis W. Carter,1906,1964,"cinematographer,camera_department,miscellaneous"
tt38251990,Berserk,Berserk,1960,30,Western,7.0,35,7,writer,creator,2,14,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt38342996,Have a Nice Day,Have a Nice Day,1988,50,"Comedy,Crime,Drama",6.0,9,8,writer,creator,3,4,William Stair,1939,1991,"writer,miscellaneous,editorial_department"
tt38346876,School Days School Days,School Days School Days,1967,30,"Comedy,Sci-Fi",6.3,14,8,producer,producer,1,23,George Cahan,1919,1991,"director,producer,miscellaneous"
tt38430822,Ten Cent Dreams,Ten Cent Dreams,1959,30,"Crime,Drama,Thriller",6.9,48,6,writer,writer,1,24,Sam Ross,1911,1998,writer
tt38458160,Thanks for Everything Friend,Thanks for Everything Friend,1964,60,Western,7.7,111,6,writer,written by,6,4,Jerry Adelman,1910,1980,"writer,production_manager,miscellaneous"
tt38471547,The Prowler,The Prowler,1961,60,"Crime,Drama",7.7,19,9,cinematographer,director of photography,1,14,Morris Hartzband,1911,1970,"cinematographer,camera_department"
tt38574614,The Organization,The Organization,1961,60,"Action,Crime,Drama",8.2,73,9,producer,producer,2,15,Alan A. Armer,1922,2010,"producer,director,writer"
tt38647686,Episode 113,Episode 113,1976,22,"Comedy,Romance",8.1,23,6,writer,created by,1,13,Jerry Adelman,1910,1980,"writer,production_manager,miscellaneous"
tt38772676,The Tarnished Cross,The Tarnished Cross,1962,60,"Crime,Drama",7.9,17,8,cinematographer,director of photography,1,26,Morris Hartzband,1911,1970,"cinematographer,camera_department"
tt38815513,Beachhead,Beachhead,1967,60,"Drama,Sci-Fi,Thriller",7.9,343,8,producer,producer,1,0,Alan A. Armer,1922,2010,"producer,director,writer"
tt38978947,The Return,The Return,1990,60,"Drama,Romance",5.6,28,8,producer,producer,9,20,Philip L. Parslow,1936,2003,"producer,assistant_director,production_manager"
tt39040876,Dear Delusion,Dear Delusion,1969,24,"Comedy,Fantasy",7.7,30,8,producer,producer,1,15,Stanley Rubin,1917,2014,"producer,writer,actor"
tt39128361,Lucy and Sammy Davis Jr,Lucy and Sammy Davis Jr,1970,30,Comedy,7.4,39,7,writer,written by,3,3,Ralph Goodman,1918,1986,writer
tt39268748,Merry Christmas Charley,Merry Christmas Charley,1989,60,"Drama,Romance",5.8,32,9,producer,producer,9,9,Philip L. Parslow,1936,2003,"producer,assistant_director,production_manager"
tt39279236,Ginger Rogers Comes to Tea,Ginger Rogers Comes to Tea,1971,30,Comedy,7.7,50,9,writer,creator,4,11,Ray Singer,1916,1992,"writer,producer,script_department"
tt39329556,The Sea Dragon Story,The Sea Dragon Story,1957,30,"Action,War",8.0,7,7,producer,producer,1,23,George Cahan,1919,1991,"director,producer,miscellaneous"
tt39412473,And Sudden Death,And Sudden Death,1955,60,"Family,Western",7.8,14,7,producer,producer,5,1,Jack Lacey,1903,1989,"producer,production_manager,assistant_director"
tt39458171,The Case of the Crying Cherub,The Case of the Crying Cherub,1960,60,"Crime,Drama,Mystery",8.0,246,9,cinematographer,director of photography,3,20,Frank Redman,1901,1966,"cinematographer,camera_department"
tt39680638,The Saga of Whizzer McGee,The Saga of Whizzer McGee,1963,60,Western,6.0,96,6,writer,written by,4,30,Robert L. Welch,1910,1964,"producer,writer,director"
tt39779875,The Richest Man in Boot Hill,The Richest Man in Boot Hill,1965,22,Western,8.1,25,8,producer,producer,2,8,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt39807267,Let Me Light the Way,Let Me Light the Way,1977,60,"Crime,Drama,Mystery",7.7,105,8,writer,story,2,13,Carol Saraceno,1939,2017,"writer,actress,producer"
tt39816536,Detour on a Road Going Nowhere,Detour on a Road Going Nowhere,1964,50,"Adventure,Crime,Drama",7.3,147,9,producer,producer,2,12,Alan A. Armer,1922,2010,"producer,director,writer"
tt39881954,The HoldOut,The HoldOut,1962,30,"Comedy,Drama",7.4,18,7,producer,producer,10,17,Stanley Rubin,1917,2014,"producer,writer,actor"
tt39907156,The Boss,The Boss,1963,60,Western,7.3,101,7,writer,written by,4,33,Paul Leslie Peil,1912,1979,"writer,miscellaneous"
tt39912568,Lucy and Liberace,Lucy and Liberace,1970,30,Comedy,7.3,41,9,writer,creator,2,16,Ray Singer,1916,1992,"writer,producer,script_department"
tt39935151,The Illusion of the Queens Gambit,The Illusion of the Queens Gambit,1974,45,"Adventure,Crime,Mystery",8.3,17,10,producer,producer,1,14,Alan A. Armer,1922,2010,"producer,director,writer"
tt39973966,The Man from Manila,The Man from Manila,1961,60,"Action,Adventure,Crime",6.8,9,7,writer,writer,2,26,Paul Leslie Peil,1912,1979,"writer,miscellaneous"
tt39991191,Ghost Bomb,Ghost Bomb,1985,22,"Action,Adventure,Animation",5.9,29,9,producer,producer,1,19,Denis Héroux,1940,2015,"producer,director,writer"
tt39996094,Last Seen Wearing,Last Seen Wearing,1988,103,"Crime,Drama,Mystery",7.7,831,8,producer,producer,2,2,Kenny McBain,1946,1989,"producer,director,miscellaneous"
tt39997901,Dead Pigeon,Dead Pigeon,1971,51,"Action,Crime,Drama",7.6,100,10,producer,producer,1,8,Alan A. Armer,1922,2010,"producer,director,writer"
tt40016879,Lucy and Sammy Davis Jr,Lucy and Sammy Davis Jr,1970,30,Comedy,7.4,39,9,writer,creator,3,3,Ray Singer,1916,1992,"writer,producer,script_department"
tt40034710,Kathy Delivers the Mail,Kathy Delivers the Mail,1960,30,"Comedy,Family",7.6,12,6,writer,written by,8,1,Ray Singer,1916,1992,"writer,producer,script_department"
tt40058663,Everyone Cant Be George Washington,Everyone Cant Be George Washington,1972,26,"Comedy,Family",6.7,163,8,writer,written by,4,12,Milton Pascal,1908,1976,"writer,script_department,soundtrack"
tt40060923,Lucy and Carol Burnett,Lucy and Carol Burnett,1971,30,Comedy,8.1,30,7,writer,written by,3,22,Al Schwartz,1910,1988,"writer,script_department"
tt40144799,Charity Begins at Home Part 1,Charity Begins at Home Part 1,1988,51,"Comedy,Crime,Drama",7.2,8,8,writer,creator,3,1,William Stair,1939,1991,"writer,miscellaneous,editorial_department"
tt40198877,Trouble at Medicine Creek,Trouble at Medicine Creek,1956,30,Western,5.8,5,7,producer,producer,1,25,Jack Lacey,1903,1989,"producer,production_manager,assistant_director"
tt40218811,I Love You Donna Karan Part 1,I Love You Donna Karan Part 1,1997,22,"Comedy,Drama,Family",8.1,217,8,writer,writer,5,7,Ellen Idelson,1961,2003,"producer,writer,actress"
tt40227369,Battle at Apache Pass,Battle at Apache Pass,1956,30,Western,7.9,10,9,cinematographer,director of photography,1,2,Karl Struss,1886,1981,"cinematographer,camera_department,director"
tt40238617,The FixIt Man,The FixIt Man,1969,60,Western,7.9,26,8,producer,producer,1,18,Alan A. Armer,1922,2010,"producer,director,writer"
tt40280405,The Case of the Loquacious Liar,The Case of the Loquacious Liar,1960,60,"Crime,Drama,Mystery",8.1,251,9,cinematographer,director of photography,4,10,Frank Redman,1901,1966,"cinematographer,camera_department"
tt40412062,Adams Ribs,Adams Ribs,1974,25,"Comedy,Drama,War",8.6,738,10,editor,film editor,3,11,Fred W. Berger,1908,2003,"editorial_department,editor"
tt40476728,Vikor,Vikor,1967,60,"Drama,Sci-Fi,Thriller",7.6,237,8,producer,producer,1,5,Alan A. Armer,1922,2010,"producer,director,writer"
tt40490664,The Hero,The Hero,1970,25,"Comedy,Family",7.2,188,10,editor,film editor,1,21,Frank Capacchione,1911,1992,"editor,editorial_department"
tt40587954,The Last Laugh,The Last Laugh,1989,60,"Drama,Romance",6.7,32,8,producer,producer,8,21,Philip L. Parslow,1936,2003,"producer,assistant_director,production_manager"
tt40592268,Yellow for Courage,Yellow for Courage,1966,22,Western,7.6,23,8,producer,producer,2,23,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt40674601,The Cactus Switch,The Cactus Switch,1961,60,"Comedy,Western",6.7,51,8,cinematographer,director of photography,4,18,Ellis W. Carter,1906,1964,"cinematographer,camera_department,miscellaneous"
tt40685558,The Locked Room,The Locked Room,1962,60,"Crime,Drama",8.3,17,9,cinematographer,director of photography,1,21,Morris Hartzband,1911,1970,"cinematographer,camera_department"
tt40708296,Coffin Coffin in the Sky,Coffin Coffin in the Sky,1972,60,"Drama,Mystery,Thriller",5.7,30,7,writer,writer,2,1,Leonard Kantor,1920,1984,writer
tt40773411,Judgment,Judgment,1959,30,Western,7.9,62,6,writer,creator,1,2,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt40789659,The Senator,The Senator,1959,30,Western,8.3,31,6,writer,teleplay,1,33,Clair Huffaker,1926,1990,writer
tt40800503,The Tautog Story,The Tautog Story,1958,30,"Action,War",7.7,7,7,producer,producer,2,30,George Cahan,1919,1991,"director,producer,miscellaneous"
tt40815680,Seanettle vs UBoat,Seanettle vs UBoat,1958,30,"Action,War",7.5,7,8,producer,producer,2,38,George Cahan,1919,1991,"director,producer,miscellaneous"
tt40894161,An Eye for a Tooth,An Eye for a Tooth,1978,24,"Comedy,Drama,War",8.1,441,6,writer,written by,7,13,Ronny Graham,1919,1999,"miscellaneous,actor,writer"
tt40898506,To See the Elephant,To See the Elephant,1960,25,Western,6.4,34,6,writer,creator,2,5,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt40919472,Episode 167,Episode 167,1976,22,"Comedy,Romance",7.8,15,6,writer,created by,1,67,Jerry Adelman,1910,1980,"writer,production_manager,miscellaneous"
tt40973578,Pilot,Pilot,1968,60,Western,8.0,21,8,writer,series developed by,1,1,Hugh Benson,1917,1999,"producer,writer"
tt41031306,Trouble in the Fields,Trouble in the Fields,1990,50,"Comedy,Crime,Drama",7.2,7,8,writer,creator,5,1,William Stair,1939,1991,"writer,miscellaneous,editorial_department"
tt41059781,The Case of the Irate Inventor,The Case of the Irate Inventor,1960,60,"Crime,Drama,Mystery",8.4,253,10,cinematographer,director of photography,3,25,Frank Redman,1901,1966,"cinematographer,camera_department"
tt41068807,Never Change a Diaper on Opening Night,Never Change a Diaper on Opening Night,1966,30,Comedy,7.5,72,8,writer,written by,1,3,Milton Pascal,1908,1976,"writer,script_department,soundtrack"
tt41070441,Who Killed Avery Lord,Who Killed Avery Lord,1964,60,"Action,Adventure,Crime",7.0,39,6,writer,written by,1,23,Lewis Reed,1921,1970,"writer,producer"
tt41134306,Mourning After,Mourning After,1999,60,"Crime,Drama,Fantasy",8.7,59,9,producer,producer,1,13,Philip L. Parslow,1936,2003,"producer,assistant_director,production_manager"
tt41221940,Terror on the Campus,Terror on the Campus,1959,25,"Action,Crime,Drama",7.0,73,7,writer,written by,2,13,Lewis Reed,1921,1970,"writer,producer"
tt41282067,The Deathstone,The Deathstone,1985,23,"Action,Adventure,Animation",5.6,65,9,producer,producer,1,1,Denis Héroux,1940,2015,"producer,director,writer"
tt41283800,Duel at Alta Mesa,Duel at Alta Mesa,1960,30,Western,8.1,79,6,writer,teleplay and story,1,23,Jerry Adelman,1910,1980,"writer,production_manager,miscellaneous"
tt41318981,The Witch,The Witch,1963,51,"Adventure,Crime,Drama",7.2,260,8,producer,producer,1,2,Alan A. Armer,1922,2010,"producer,director,writer"
tt41450677,Lucy the Sheriff,Lucy the Sheriff,1974,30,Comedy,7.1,24,9,writer,creator,6,18,Ray Singer,1916,1992,"writer,producer,script_department"
tt41508013,Cover Girl,Cover Girl,2002,30,"Comedy,Drama,Romance",7.3,593,7,writer,written by,5,4,Judy Toll,1958,2002,"writer,miscellaneous,actress"
tt41513874,Commander Pierce,Commander Pierce,1978,24,"Comedy,Drama,War",7.8,441,6,writer,teleplay by,7,1,Ronny Graham,1919,1999,"miscellaneous,actor,writer"
tt41548097,The Bull Roarer,The Bull Roarer,1963,60,Drama,7.1,12,6,writer,creator,1,6,Meta Rosenberg,1915,2004,"producer,writer,director"
tt41562408,The Mail Riders,The Mail Riders,1956,30,Western,7.7,17,8,producer,producer,1,1,Mel Epstein,1910,1994,"producer,production_manager,miscellaneous"
tt41694164,Devils Playground,Devils Playground,1972,51,"Action,Crime,Drama",7.4,100,8,producer,producer,1,15,Alan A. Armer,1922,2010,"producer,director,writer"
tt41776126,The Bostonian,The Bostonian,1958,25,Western,8.2,105,7,writer,written by,1,21,Milton Pascal,1908,1976,"writer,script_department,soundtrack"
tt41782758,Lucy Is NG as an RN,Lucy Is NG as an RN,1974,30,Comedy,8.6,28,9,writer,creator,6,17,Ray Singer,1916,1992,"writer,producer,script_department"
tt41801167,The Swordfish Story,The Swordfish Story,1958,30,"Action,War",7.6,6,7,producer,producer,2,31,George Cahan,1919,1991,"director,producer,miscellaneous"
tt42013283,Hondo and the Judas,Hondo and the Judas,1967,60,Western,7.3,26,7,writer,series developer,1,9,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt42019666,Where Theres a Will,Where Theres a Will,1952,26,"Comedy,Drama,Mystery",7.1,24,10,cinematographer,director of photography,1,11,Ellis W. Carter,1906,1964,"cinematographer,camera_department,miscellaneous"
tt42030432,The Case of the Credulous Quarry,The Case of the Credulous Quarry,1960,60,"Crime,Drama,Mystery",8.3,258,9,cinematographer,director of photography,4,2,Frank Redman,1901,1966,"cinematographer,camera_department"
tt42078492,Home Again,Home Again,1990,60,"Drama,Romance",8.3,43,8,producer,producer,9,22,Philip L. Parslow,1936,2003,"producer,assistant_director,production_manager"
tt42105817,Episode 118,Episode 118,1964,30,"Drama,Romance",8.0,8,8,writer,written by,1,18,Theodore Ferro,1924,2003,writer
tt42137883,A Funny Thing Happened on the Way to the Morgue,A Funny Thing Happened on the Way to the Morgue,1959,30,"Comedy,Mystery",6.7,10,9,producer,producer,2,17,Robert L. Welch,1910,1964,"producer,writer,director"
tt42147434,Lucy and the Used Car Dealer,Lucy and the Used Car Dealer,1969,30,Comedy,8.2,34,9,writer,creator,2,9,Ray Singer,1916,1992,"writer,producer,script_department"
tt42160191,The Tin Badge,The Tin Badge,1961,60,Western,7.3,102,9,producer,producer,3,13,Jim Lane,1928,1974,"producer,production_manager,assistant_director"
tt42176450,The End Is But the Beginning,The End Is But the Beginning,1965,50,"Adventure,Crime,Drama",8.4,167,9,producer,producer,2,17,Alan A. Armer,1922,2010,"producer,director,writer"
tt42206386,Lucy and Harrys Italian Bombshell,Lucy and Harrys Italian Bombshell,1971,30,Comedy,7.5,25,9,writer,creator,4,3,Ray Singer,1916,1992,"writer,producer,script_department"
tt42208813,To Trap a Thief,To Trap a Thief,1957,26,"Crime,Drama",7.1,70,7,cinematographer,director of photography,1,4,Morris Hartzband,1911,1970,"cinematographer,camera_department"
tt42296320,Search in a Windy City,Search in a Windy City,1964,51,"Adventure,Crime,Drama",8.3,206,8,producer,producer,1,19,Alan A. Armer,1922,2010,"producer,director,writer"
tt42301229,The Big Game,The Big Game,1973,30,Comedy,7.4,22,8,writer,creator,6,2,Ray Singer,1916,1992,"writer,producer,script_department"
tt42340542,The Thresher Story,The Thresher Story,1958,30,"Action,War",8.0,9,7,producer,producer,2,6,George Cahan,1919,1991,"director,producer,miscellaneous"
tt42369726,Lucy the CoEd,Lucy the CoEd,1970,30,Comedy,6.8,26,9,writer,creator,3,6,Ray Singer,1916,1992,"writer,producer,script_department"
tt42419268,The Home Wrecker,The Home Wrecker,1987,49,Drama,8.3,46,10,writer,teleplay,2,15,Carol Saraceno,1939,2017,"writer,actress,producer"
tt42420412,Dark Challenge,Dark Challenge,1964,73,Western,8.2,69,7,writer,story,3,2,Joseph Hoffman,1909,1997,"writer,producer"
tt42436043,Crédit revolver,Crédit revolver,2007,89,Drama,6.6,7,8,writer,creator - novel: Les Orpailleurs,9,2,Thierry Jonquet,1954,2009,writer
tt42456008,The Case of the Dangerous Dowager,The Case of the Dangerous Dowager,1959,60,"Crime,Drama,Mystery",7.8,276,9,cinematographer,director of photography,2,26,Frank Redman,1901,1966,"cinematographer,camera_department"
tt42457791,Only Boy in the Class,Only Boy in the Class,1966,26,Comedy,6.9,28,7,writer,written by,3,20,Al Schwartz,1910,1988,"writer,script_department"
tt42479736,Rat in a Corner,Rat in a Corner,1964,51,"Adventure,Crime,Drama",7.6,181,9,producer,producer,1,21,Alan A. Armer,1922,2010,"producer,director,writer"
tt42566484,The Case of the Baited Hook,The Case of the Baited Hook,1957,60,"Crime,Drama,Mystery",8.1,385,10,cinematographer,director of photography,1,14,Frank Redman,1901,1966,"cinematographer,camera_department"
tt42566922,Task Force,Task Force,1967,60,"Drama,Sci-Fi,Thriller",7.4,148,8,producer,producer,2,16,Alan A. Armer,1922,2010,"producer,director,writer"
tt42617710,Curse of King Solomons Gorge,Curse of King Solomons Gorge,1985,22,"Action,Adventure,Animation",6.4,26,9,producer,producer,1,38,Denis Héroux,1940,2015,"producer,director,writer"
tt42619108,The Long Hunt,The Long Hunt,1957,60,"Comedy,Western",8.0,131,6,writer,written by,1,5,DeVallon Scott,1910,1997,"writer,producer"
tt42637349,Last Journey,Last Journey,1960,24,"Comedy,Thriller",7.2,33,6,writer,written by,1,29,Sam Ross,1911,1998,writer
tt42664695,Iron West,Iron West,1959,26,Western,7.0,8,8,producer,producer,1,18,George Cahan,1919,1991,"director,producer,miscellaneous"
tt42776327,The Ginnie Littlesmith Story,The Ginnie Littlesmith Story,1962,52,"Action,Crime,Drama",7.2,53,6,writer,written by,3,24,Leonard Kantor,1920,1984,writer
tt42818855,Death Selects the Winner,Death Selects the Winner,1960,60,"Crime,Drama",7.1,13,8,producer,producer,1,12,Joseph Hoffman,1909,1997,"writer,producer"
tt42886521,The Suntan Mob,The Suntan Mob,1969,75,"Adventure,Sci-Fi",7.4,11,6,writer,story,1,20,Robert Buckner,1906,1989,"writer,producer,miscellaneous"
tt42975579,Uncle Joe Plays Post Office,Uncle Joe Plays Post Office,1965,26,Comedy,6.8,29,7,writer,written by,3,13,Al Schwartz,1910,1988,"writer,script_department"
tt43087318,Chase a Wild Horse,Chase a Wild Horse,1968,60,Western,8.9,42,8,producer,producer,1,3,Alan A. Armer,1922,2010,"producer,director,writer"
tt43217861,The Tigershark,The Tigershark,1958,30,"Action,War",7.9,8,7,producer,producer,2,16,George Cahan,1919,1991,"director,producer,miscellaneous"
tt43235109,The Doctors,The Doctors,1958,25,"Horror,Mystery",6.9,143,6,writer,teleplay by,1,4,David Evans,1893,1966,writer
tt43308087,Fatso,Fatso,1963,51,"Adventure,Crime,Drama",7.9,202,8,producer,producer,1,10,Alan A. Armer,1922,2010,"producer,director,writer"
tt43376101,Episode 1420,Episode 1420,1977,38,Music,9.7,26,6,producer,producer,14,20,Robin Nash,1927,2011,"producer,director,actor"
tt43405369,The Vestris,The Vestris,1958,30,Drama,7.5,53,6,writer,teleplay by,3,25,David Evans,1893,1966,writer
tt43410887,Gun Trouble,Gun Trouble,1953,25,"Family,Western",8.2,11,7,producer,producer,3,5,Jack Lacey,1903,1989,"producer,production_manager,assistant_director"
